SMILES,QED
Cc1ccc(-c2ccc(C(=O)OCc3nncn3C3CC3)c(F)c2)cc1,0.6499588221159157
O=C(NNC(=O)c1ccc2ccccc2n1)N[C@H]1CC[NH+](C2CCCC2)C1,0.6039944122308015
C[C@H](C(=O)[O-])N1C(=O)C[C@]2(CSc3[nH]c(=O)sc3[C@@H]2c2ccccc2O)C1=O,0.6826565082811912
O=C([O-])COC[C@@H]1COc2ccccc2O1,0.6939239067754456
Cc1cc(C)cc(OCC(=O)N/N=C/c2cccc(Br)c2)c1,0.6536520943493247
O=C(C[C@@H]1C(=O)NCC[NH+]1Cc1cccc(F)c1F)NCC1CCCCC1,0.6877970928838657
Cc1n[nH]c(C)c1C(=O)C1=C([O-])C(=O)N(CCCN2CCOCC2)[C@@H]1c1ccccn1,0.6447622256721579
COc1ccccc1COC(=O)CN1C(=O)N[C@]2(CCCC[C@@H]2C)C1=O,0.6429275116341286
COc1cc(/C=C(\C#N)C(=O)NC2CCCCC2)cc(Cl)c1OC,0.6499971978470171
CC(C)(C)[C@H]1CCC[NH+]([C@H](C[NH3+])CC(=O)NC2CC2)CC1,0.6569896832117473
Cc1nn(CC(=O)N(c2ccccc2)C(C)C)c(C)c1[N+](=O)[O-],0.6271697199587623
CSc1nc(C)c(CCC(=O)N[C@@H](C)c2ccccc2C)c(C)n1,0.6375900511923424
O=C(NC[C@@H]1CC[NH+](Cc2nc3ccccc3[nH]2)C1)c1ccncn1,0.6200526473452644
CN(CCC(N)=S)C(=O)CC[NH+]1CCSCC1,0.6202364511923311
CC[C@H](C)[C@@H](C(=O)[O-])[NH+]1CC(C)(C)C1,0.6359727983929194
C[C@H]1CC[C@@H](C)N(C(=O)NCCOCC(=O)[O-])C1,0.6783600773093474
N#Cc1ccnc(SCC(=O)c2cnc(N3CCCCC3)s2)c1,0.6116423327895731
C1C[NH2+]C[C@H](CN2CCCC2)OC1,0.6243475860168801
Cc1ccc([C@H](c2ccccc2)N2CCN(C(=O)c3ccccc3F)CC2)cc1,0.6478245711520753
CCOC(=O)CCC(=O)N(C)CC(C)(C)O,0.6781935343286166
COc1ccc(F)c(CN2CCC[C@](O)(C[NH2+]C3(C(N)=O)CCCC3)C2=O)c1,0.6069811019137512
O=C(NC1(c2cc(F)ccc2F)CC1)[C@H]1CC2(CC[NH2+]CC2)C[NH2+]1,0.6998273905890835
Nc1[nH]ncc1-c1ccc(F)cc1,0.6973394566916556
COc1ccc(-c2ccc(=O)n(CCNS(=O)(=O)c3cccc(C)c3)n2)cc1,0.6578267673306961
Cn1c(COc2ccc(C3CCCCC3)cc2)nn(C[NH+]2CCC3(CC2)OCCO3)c1=S,0.6734808960316492
COc1cccc(CN(C(=O)c2oc3ccc(C)cc3c2C)[C@H]2CCS(=O)(=O)C2)c1,0.6174493194787093
CC[C@H](O)[C@H](C)c1ncnc(OC)c1[N+](=O)[O-],0.6152438059287879
[NH3+][C@@H](C[S@@](=O)c1cccc(F)c1)C(=O)[O-],0.6695195174203658
Cc1nnc([C@H]2Cc3ccccc3CN2CC2=Cc3cc(Cl)ccc3OC2)o1,0.6501296925270339
C[C@@H]1O[C@H]2c3cccc4cccc(c34)[C@H]2N1c1ccccc1,0.6360461814160583
C=C(c1ccccc1OCc1cccc(Cl)c1)n1ccnc1,0.6864767745972209
N#Cc1ccccc1N/C=C/C(=O)c1ccc(Br)cc1,0.6784960009499197
CCc1nn(C)cc1NC(=O)C(=O)NCCCC1CCCCC1,0.6240347242590856
Cc1nnc(CSc2nnc(N3CCCC3)n2-c2cccc(Cl)c2)o1,0.6306419009492465
Cc1ccccc1OCC(=O)NNC(=O)/C=C/c1ccco1,0.6518425790346893
O=c1cc(-c2ccccc2)cc(-c2ccccc2)o1,0.6864268397050932
N#C/C(=C\Nc1nc2c(s1)CCCC2)C(N)=O,0.6231253710220795
COCc1ccc(C(=O)N(C)c2ccc(Oc3ccccc3)cc2)cc1,0.63635670166854
COc1ccc(CCNc2ncc3c(n2)C[C@@H](c2ccc(OC)cc2)CC3=O)cc1,0.6413203157039999
Cc1sc(=O)n(CC(=O)N2CCC(Nc3ccccc3)CC2)c1-c1ccc(F)cc1,0.6688883845168494
CCOC(=O)CCNn1cnnc1,0.6402572791468598
Cc1cc(NC(=O)c2cc(-c3ccccc3O)no2)nn1CC(=O)N1CCOCC1,0.6545303376790962
CCCc1ccc(S(=O)(=O)[N-]c2ccc(Cl)cc2C(=O)N2CCCC2)cc1,0.6842012541963043
Cc1cccc(C)c1OCC(=O)Nc1nonc1-c1ccc(Br)cc1,0.6945088865938307
CC(C)(C)c1ccc(C(=O)C(=O)Nc2ccc(F)c(C#N)c2)cc1,0.6890899432940917
C=CCN(CC=C)S(=O)(=O)c1ccc2c(c1)[C@H]1C=CC[C@@H]1[C@@H](c1cccnc1)N2,0.6964513028900073
COc1cc(C(N)=O)c(OC)c([N+](=O)[O-])c1,0.6008382497415026
Cc1cc(NC(=O)COc2ccc([N+](=O)[O-])cc2C(F)(F)F)no1,0.6593083155397542
O=C([O-])CSc1nc2cnccc2n1Cc1cscn1,0.6476814193820754
CCOC(=O)c1ccc(NC(=O)[C@@H]2C3c4ccccc4C(c4ccccc43)[C@@H]2C(=O)[O-])cc1,0.6154757817373556
CC[NH2+][C@]1(C(=O)[O-])CC[C@H](SC2COC2)C1,0.6566421820459791
CCC[NH+](C)CCCN1CCOCC1,0.6315729207196764
Cc1cc(C(=O)CN2C(=O)N[C@](C)(CCC(C)C)C2=O)c(C)[nH]1,0.6242691804082978
C[C@H]1C[C@H](C)C[NH+]([C@@H]2CCCCC[C@@H]2C[NH3+])C1,0.6674781829140124
C[C@@H](Sc1nnc(-c2c[nH]c3ccccc23)n1C[C@H]1CCCO1)C(=O)N1CCCC1,0.6095277588278117
O=C(C[C@H]1C=CCC1)NCCn1nc(-c2ccc(F)cc2)cc1-c1cccnc1,0.6145659219490746
Cc1c(-c2ccccc2)nn2c1N=C(O)C[C@H]2C(=O)Nc1cc(F)c(F)c(F)c1,0.6379017565739037
Cc1cc(OCn2ccc(C(=O)Nc3cccnc3Cl)n2)ccc1Cl,0.6775716817409133
Cc1ccsc1[C@H](Cc1ccccc1)NCc1cccc(N(C)C)[nH+]1,0.6960606460722397
Cc1nnc(CSc2nnc(N3CCOCC3)n2-c2ccccc2C)o1,0.6316124105054317
COc1ccc(-n2ccc(C(=O)N3CCC[C@H]3c3ccccc3OC)n2)cc1,0.6773583909601598
C[C@H](Oc1ccc(Cl)cc1Br)C(=O)Nc1ccccc1C(=O)NC(C)(C)C,0.6665172495644004
CC(=O)N1CCCc2cc(NC(=O)CCn3cnc4ccc(Br)cc4c3=O)ccc21,0.6343910515597122
O=C1NC(=O)[C@@H](CC(=O)N2CCN(c3nccc(-c4cccc(C(F)(F)F)c4)n3)CC2)N1,0.6853366566133023
Cc1nc(C(=O)Nc2cc([N+](=O)[O-])ccc2OC(F)F)cs1,0.6711830006372272
Cc1nnc(-c2cccc(C(=O)NCc3ccc(OCC(C)C)cc3)c2)o1,0.6844196631702952
C[NH+](Cc1ccc(Sc2ncccn2)o1)Cc1[nH]nc2c1CCCC2,0.6614871638757245
C[C@@H](NS(=O)(=O)c1ccccc1Cn1cncn1)c1ccc(Cl)cc1Cl,0.6716309612675757
N#Cc1ccccc1N1CCCN(Cc2cccn2Cc2cccs2)CC1,0.6699578930416588
CN1C(=O)[C@H]2C3c4ccccc4C(c4ccccc43)[C@@H]2C1=O,0.6988437463958734
CNS(=O)(=O)c1ccc(Cl)c(C(=O)NC[C@H](C)C[C@@H](C)O)c1,0.6934011636647639
COCCCNc1ncnc2scc(-c3ccc(F)cc3)c12,0.6994483080877409
CCOCCNC(=O)C(=O)Nc1ccc2oc(C)nc2c1,0.6380497012020535
Nc1cccc(Cl)c1N1CCN(C(=O)/C=C/c2ccc(Cl)cc2)CC1,0.6522712942623438
C[C@H]1CC(C)(C)C[C@@]2(C1)NC(=O)N(CC(=O)Nc1cc(C(F)(F)F)ccc1N1CCOCC1)C2=O,0.6218343705960759
CCc1ccc(NC(=O)c2ccc(=O)n(Cc3ccc(C(F)(F)F)cc3)c2)cc1,0.6732383307406594
CC[NH+](CC(=O)Nc1cccc(S(=O)(=O)/N=C2\CCCN2)c1)C1CCCC1,0.6429791159817001
O=C1C[NH+](Cc2cccc(F)c2F)C[C@@H](OCc2ccccc2)CN1Cc1cccnc1,0.6163272074377835
Cc1nc(-n2cccc2)sc1C(=O)N1CCN(c2ccccc2Cl)CC1,0.6859683635295383
O=C(NCc1cccnc1-n1cccn1)N[C@H]1c2ccccc2C[C@H]1O,0.6687524884782284
CC[n+]1ccc(-c2ncc(-c3ccc(C(C)(C)C)cc3)o2)cc1,0.6611861834196066
COc1ccc(-c2csc(/C(C#N)=C/c3ccc(C)s3)n2)cc1,0.6101254614632221
Cc1ccc(C(=O)NNC(=O)NC[C@@H](CCO)c2ccccc2)s1,0.6037472610889965
CN1c2ccsc2C(=O)/C(=C(\[O-])NCc2ccccc2)S1(=O)=O,0.6602571495222329
CCN(c1cccc(C)c1)c1nc(OCC(=O)[O-])cc(-c2ccc(C)cc2)n1,0.6306288175692956
CCc1noc([C@@H](C)Sc2nnc(-c3cccnc3)n2C)n1,0.6690959932425936
Cc1cccc(CSc2cccc3cccnc23)c1,0.6286953213331856
CN(NC(=O)c1ccc(I)cc1)c1ccccc1,0.6803232814730183
CN(C(=O)c1ccn(-c2ccccc2Cl)n1)c1ccc(S(C)(=O)=O)cc1,0.6864505970131795
C[C@H](C(=O)Nc1cccc2ncccc12)[NH+]1CCN(c2ccccc2O)CC1,0.647009641453121
CC[C@H](C(=O)OC1CN(c2nc3ccc(F)cc3s2)C1)c1ccccc1,0.6259937894959365
O=S1(=O)C[C@@H](O)[C@H](n2cnnc2)C1,0.6069653882791772
CNC(=O)[C@@H](C)NC(=O)Nc1ccc(Cc2nc3ccccc3s2)cc1,0.6468811261319692
O=C(c1ccc2ccccc2n1)N1CCC[C@H](c2[nH+]ccn2CC2CCC2)C1,0.6985746639740091
O=C(COc1ccc2nncn2n1)N1CCC[C@@](O)(C[NH+]2CCCC2)C1,0.6753294499782687
Cc1cc(C)nc(/N=C(\N)N2CCN(Cc3ccc4c(c3)OCO4)CC2)n1,0.6498590065486975
Cc1c(C(=O)Nc2ccc(CC(N)=O)cc2)cccc1[N+](=O)[O-],0.6497677573146324
O=C(Nc1ccc(N2CCCCC2)c(Cl)c1)c1ccc([N+](=O)[O-])o1,0.663124652556108
CC[NH+]1CCN(CCCN2CC3(CC[NH+](Cc4ccc(C)o4)CC3)OC2=O)CC1,0.6453024825852285
COc1ccc(NC(=O)CSc2nc3[nH]c(=O)cc([O-])c3s2)c(OC)c1,0.6145359346728665
